@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute ﻿X numeric
@attribute Y numeric
@attribute NCESSCH numeric
@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute LEAID numeric
@attribute LZIP numeric
@attribute GSLO {PK,09,KG,07,'M ',03,08,05,06,10,02,04,01,12,'N ',UG,11,AE}
@attribute GSHI {05,12,06,02,08,01,07,09,04,03,KG,10,PK,11,'N ',UG,13,AE}
@attribute VIRTUAL {'Not Virtual','Supplemental Virtual','Virtual with face to face options',N,M,'Full Virtual'}
@attribute TOTFRL numeric
@attribute FRELCH numeric
@attribute REDLCH numeric
@attribute PK numeric
@attribute KG numeric
@attribute G01 numeric
@attribute G02 numeric
@attribute G03 numeric
@attribute G04 numeric
@attribute G05 numeric
@attribute G06 numeric
@attribute G07 numeric
@attribute G08 numeric
@attribute G09 numeric
@attribute G10 numeric
@attribute G11 numeric
@attribute G12 numeric
@attribute MEMBER numeric
@attribute AM numeric
@attribute HI numeric
@attribute BL numeric
@attribute WH numeric
@attribute HP numeric
@attribute TR numeric
@attribute FTE numeric
@attribute LATCOD numeric
@attribute LONCOD numeric
@attribute ULOCALE {City,Suburb,Town,Rural}
@attribute STUTERATIO numeric
@attribute TITLEI {1-Yes,'Not Applicable',Missing}
@attribute STITLEI {1-Yes,'Not Applicable',2-No,Missing}
@attribute AMALM numeric
@attribute AMALF numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute HIALM numeric
@attribute HIALF numeric
@attribute BLALM numeric
@attribute BLALF numeric
@attribute WHALM numeric
@attribute WHALF numeric
@attribute HPALM numeric
@attribute HPALF numeric
@attribute TRALM numeric
@attribute TRALF numeric
@attribute TOTMENROL numeric
@attribute TOTFENROL numeric
@attribute STATUS numeric
@attribute SCHOOL_TYPE_TEXT {'Regular school','Alternative/other school','Special education school','Vocational school'}
@attribute SY_STATUS_TEXT {'Currently operational ','School temporarily closed','School has reopened','New school','School to be operational within two years','School has changed agency','School was operational but not reported last year'}
@attribute SCHOOL_LEVEL {Elementary,High,Other,'Not reported',Middle,Secondary,Prekindergarten,'Not applicable',Ungraded,'Adult Education'}
@attribute AS numeric
@attribute CHARTER_TEXT {No,Yes,Missing}
@attribute MAGNET_TEXT {No,Missing,Yes,'Not Applicable'}

@data
-9483171.8044,4002794.4502,130267001184,GA,1302670,30113,PK,02,'Not Virtual',299,299,0,80,112,121,108,0,0,0,0,0,0,0,0,0,0,421,0,12,4,388,0,17,33.5,33.806035,-85.188867,Rural,12.6,1-Yes,1-Yes,0,0,0,0,7,5,2,2,189,199,0,0,11,6,209,212,1,'Regular school','Currently operational ',Elementary,0,No,No
-9334605.399,3992324.6064,130539001057,GA,1305390,30014,PK,05,'Not Virtual',267,202,65,53,103,90,103,107,118,107,0,0,0,0,0,0,0,681,0,55,17,584,0,21,44.599998,33.727825,-83.854233,Rural,15.3,1-Yes,1-Yes,0,0,3,1,24,31,12,5,292,292,0,0,13,8,344,337,1,'Regular school','Currently operational ',Elementary,4,No,No
-9226662.7263,3713858.936,130135000576,GA,1301350,31519,PK,06,'Not Virtual',283,283,0,43,48,46,52,42,43,43,31,0,0,0,0,0,0,348,1,44,104,187,0,12,23.200001,31.622358,-82.884542,Rural,15,1-Yes,1-Yes,1,0,0,0,26,18,48,56,101,86,0,0,7,5,183,165,1,'Regular school','Currently operational ',Elementary,0,No,No
-9480725.8195,4080897.263,130219002374,GA,1302190,30105,06,08,'Not Virtual',287,287,0,0,0,0,0,0,0,0,149,147,126,0,0,0,0,422,0,26,14,360,0,19,30.4,34.387146,-85.166938,Rural,13.9,'Not Applicable','Not Applicable',0,0,2,1,15,11,12,2,197,163,0,0,11,8,237,185,1,'Regular school','Currently operational ',Middle,3,No,No
-12455315.2402,5269075.2818,160243000428,ID,1602430,83217,07,12,'Not Virtual',19,11,8,0,0,0,0,0,0,0,0,0,0,10,15,15,12,52,0,2,0,50,0,0,6.9,42.717536,-111.888049,Rural,7.5,'Not Applicable','Not Applicable',0,0,0,0,1,1,0,0,31,19,0,0,0,0,32,20,1,'Regular school','Currently operational ',High,0,No,No
-12987677.0604,6007524.089,160174000303,ID,1601740,83833,06,12,'Not Virtual',32,28,4,0,0,0,0,0,0,0,11,9,5,18,14,12,10,79,1,4,1,70,0,2,9.06,47.399425,-116.670258,Rural,8.7,1-Yes,1-Yes,1,0,1,0,4,0,1,0,39,31,0,0,0,2,46,33,1,'Regular school','Currently operational ',High,1,No,No
-10798704.0192,4629088.2468,200924000949,KS,2009240,66861,PK,05,'Not Virtual',116,78,38,0,43,38,42,35,40,40,0,0,0,0,0,0,0,238,5,13,7,210,1,2,16,38.350703,-97.006489,Rural,14.9,1-Yes,1-Yes,3,2,0,0,9,4,3,4,121,89,0,1,0,2,136,102,1,'Regular school','Currently operational ',Elementary,0,No,No
-10278905.0493,3819613.4518,220120001939,LA,2201200,71292,08,12,'Not Virtual',523,439,84,0,0,0,0,0,0,0,0,0,0,322,276,289,274,1161,1,16,42,1093,0,5,66.059998,32.427792,-92.337045,Rural,17.6,1-Yes,1-Yes,0,1,2,2,11,5,23,19,553,540,0,0,3,2,592,569,1,'Regular school','Currently operational ',High,4,No,No
-9403391.9301,5140558.0812,262850006399,MI,2628500,49271,KG,05,'Not Virtual',123,111,12,0,31,33,28,23,30,32,0,0,0,0,0,0,0,177,0,2,1,166,0,8,12.1,41.863547,-84.472136,Rural,14.6,1-Yes,1-Yes,0,0,0,0,2,0,0,1,79,87,0,0,2,6,83,94,1,'Regular school','Currently operational ',Elementary,0,No,No
-9278823.3544,5362815.8578,262328006015,MI,2623280,48744,06,08,'Not Virtual',101,89,12,0,0,0,0,0,0,0,55,45,38,0,0,0,0,138,1,4,1,130,0,1,6.7,43.33316,-83.353168,Rural,20.6,1-Yes,1-Yes,1,0,1,0,3,1,1,0,68,62,0,0,0,1,74,64,1,'Regular school','Currently operational ',Middle,1,No,No
-9251075.0145,5282503.3868,263009006602,MI,2630090,48367,KG,05,'Not Virtual',68,57,11,0,78,81,70,70,79,99,0,0,0,0,0,0,0,477,1,6,0,463,0,5,24.1,42.806011,-83.103816,Rural,19.8,'Not Applicable','Not Applicable',1,0,1,1,2,4,0,0,255,208,0,0,3,2,262,215,1,'Regular school','Currently operational ',Elementary,2,No,No
-9499702.5857,5195904.8292,261002004485,MI,2610020,49034,06,12,'Not Virtual',127,102,25,0,0,0,0,0,0,0,48,38,39,38,29,41,44,277,0,32,1,237,0,4,17.110001,42.232722,-85.337341,Rural,16.2,1-Yes,2-No,0,0,2,1,20,12,0,1,132,105,0,0,3,1,157,120,1,'Regular school','Currently operational ',High,3,No,No
-9566763.3385,5340983.6131,262937006515,MI,2629370,49451,PK,04,'Not Virtual',192,171,21,0,61,74,76,53,89,0,0,0,0,0,0,0,0,353,2,31,3,310,0,7,22.33,43.190198,-85.939786,Rural,15.8,1-Yes,2-No,1,1,0,0,11,20,1,2,173,137,0,0,5,2,191,162,1,'Regular school','Currently operational ',Elementary,0,No,No
-9524386.6501,5581072.9193,263387001230,MI,2633870,49686,09,12,'Not Virtual',113,102,11,0,0,0,0,0,0,0,0,0,0,2,26,54,90,172,12,7,5,137,0,10,8.51,44.742456,-85.559014,Rural,20.2,'Not Applicable','Not Applicable',7,5,1,0,2,5,3,2,79,58,0,0,5,5,97,75,1,'Regular school','Currently operational ',High,1,No,No
-10102121.4902,4538550.8336,290459000050,MO,2904590,63623,PK,08,'Not Virtual',78,61,17,0,12,15,10,11,11,15,12,22,12,0,0,0,0,120,0,0,0,116,0,4,11.31,37.710136,-90.748906,Rural,10.6,1-Yes,1-Yes,0,0,0,0,0,0,0,0,56,60,0,0,1,3,57,63,1,'Regular school','Currently operational ',Elementary,0,No,No
-9957427.8943,3538313.6374,280174000280,MS,2801740,39520,PK,05,'Not Virtual',594,594,0,0,95,101,88,94,93,99,0,0,0,0,0,0,0,594,6,10,103,447,2,24,35.049999,30.269947,-89.449146,Rural,16.9,1-Yes,1-Yes,5,1,0,2,6,4,49,54,230,217,2,0,14,10,306,288,1,'Regular school','Currently operational ',Elementary,2,No,No
-9354234.4279,4176105.5671,370078000322,NC,3700780,28906,PK,05,'Not Virtual',471,471,0,36,56,60,72,76,76,98,0,0,0,0,0,0,0,474,7,23,14,390,0,35,39.84,35.089881,-84.030497,Rural,11.9,1-Yes,1-Yes,5,2,2,3,7,16,5,9,197,193,0,0,19,16,235,239,1,'Regular school','Currently operational ',Elementary,5,No,No
-8709982.3871,4140275.3389,370414001682,NC,3704140,28328,PK,05,'Not Virtual',609,609,0,71,134,127,132,144,1,3,0,0,0,0,0,0,0,612,0,334,129,141,1,6,44.919998,34.825959,-78.243098,Rural,13.6,1-Yes,1-Yes,0,0,0,1,186,148,68,61,82,59,0,1,3,3,339,273,1,'Regular school','Currently operational ',Elementary,1,No,No
-8991807.409,4166120.8668,370462002814,NC,3704620,28173,KG,05,'Not Virtual',16,13,3,0,95,102,101,121,129,109,0,0,0,0,0,0,0,657,1,28,17,547,0,16,41,35.016356,-80.774818,Rural,16,'Not Applicable','Not Applicable',1,0,21,27,11,17,8,9,269,278,0,0,7,9,317,340,1,'Regular school','Currently operational ',Elementary,48,No,No
-8767748.3973,4168568.4873,370001100402,NC,3700011,28301,09,12,'Not Virtual',723,670,53,0,0,0,0,0,0,0,0,0,0,367,407,326,346,1446,53,150,377,741,6,104,82.459999,35.034522,-78.762034,Rural,17.5,1-Yes,1-Yes,22,31,8,7,80,70,198,179,396,345,4,2,50,54,758,688,1,'Regular school','Currently operational ',High,15,No,No
-8601435.0125,4261739.4415,370001201505,NC,3700012,27884,PK,08,'Not Virtual',149,140,9,10,26,39,32,20,32,27,26,28,25,0,0,0,0,265,0,33,74,139,1,18,23.059999,35.716796,-77.268019,Rural,11.5,1-Yes,1-Yes,0,0,0,0,16,17,43,31,74,65,1,0,8,10,142,123,1,'Regular school','Currently operational ',Elementary,0,No,No
-9030202.5776,4236646.2817,370268002673,NC,3702680,28092,09,12,'Supplemental Virtual',185,146,39,0,0,0,0,0,0,0,0,0,0,262,258,230,239,989,1,60,24,866,0,30,47.59,35.533586,-81.119675,Rural,20.8,'Not Applicable','Not Applicable',0,1,5,3,29,31,14,10,449,417,0,0,18,12,515,474,1,'Regular school','Currently operational ',High,8,No,No
-8701543.7392,4313604.5824,370153000653,NC,3701530,27549,PK,05,'Not Virtual',353,314,39,14,94,87,88,79,78,108,0,0,0,0,0,0,0,548,1,113,175,226,0,30,32.5,36.094154,-78.167348,Rural,16.9,1-Yes,1-Yes,0,1,1,2,45,68,90,85,117,109,0,0,13,17,266,282,1,'Regular school','Currently operational ',Elementary,3,No,No
-8840659.1306,4210302.5922,370309001317,NC,3703090,28327,PK,05,'Not Virtual',218,194,24,10,66,67,45,76,58,62,0,0,0,0,0,0,0,384,6,27,50,278,0,22,25.65,35.340966,-79.416978,Rural,15,1-Yes,1-Yes,6,0,0,1,12,15,27,23,149,129,0,0,11,11,205,179,1,'Regular school','Currently operational ',Elementary,1,No,No
-8931731.3019,4368322.0401,370438001735,NC,3704380,27022,KG,05,'Not Virtual',71,59,12,0,21,20,20,24,28,29,0,0,0,0,0,0,0,142,0,4,2,133,0,3,11.67,36.490398,-80.23513,Rural,12.2,1-Yes,1-Yes,0,0,0,0,2,2,1,1,74,59,0,0,2,1,79,63,1,'Regular school','Currently operational ',Elementary,0,No,No
-11965574.707,4330948.2122,350138000371,NM,3501380,87013,PK,08,'Not Virtual',53,53,0,0,6,4,9,7,6,4,10,5,2,0,0,0,0,53,52,0,0,1,0,0,3.1,36.21995,-107.488632,Rural,17.1,1-Yes,1-Yes,27,25,0,0,0,0,0,0,1,0,0,0,0,0,28,25,1,'Regular school','Currently operational ',Elementary,0,No,No
-8179522.9996,5472453.2958,361983001814,NY,3619830,12974,PK,06,'Not Virtual',223,215,8,40,50,44,54,43,44,47,57,0,0,0,0,0,0,380,0,0,2,378,0,0,34,44.045175,-73.47789,Rural,11.2,1-Yes,1-Yes,0,0,0,0,0,0,0,2,191,187,0,0,0,0,191,189,1,'Regular school','Currently operational ',Elementary,0,No,No
-8521593.9886,5338719.3496,360669004434,NY,3606690,13033,PK,04,'Not Virtual',164,140,24,46,59,69,62,69,64,0,0,0,0,0,0,0,0,369,0,6,1,349,1,12,28.4,43.175425,-76.550751,Rural,13,1-Yes,1-Yes,0,0,0,0,4,2,0,1,179,170,1,0,8,4,192,177,1,'Regular school','Currently operational ',Elementary,0,No,No
-8596923.5293,5222342.1869,361347001104,NY,3613470,14840,PK,06,'Not Virtual',124,116,8,20,22,26,39,24,36,39,38,0,0,0,0,0,0,244,1,7,3,221,0,12,22.58,42.408294,-77.227478,Rural,10.8,1-Yes,1-Yes,0,1,0,0,4,3,3,0,115,106,0,0,3,9,125,119,1,'Regular school','Currently operational ',Elementary,0,No,No
-8312136.1479,5617160.1743,362550003525,NY,3625500,13655,PK,05,'Not Virtual',288,273,15,43,53,69,60,59,47,55,0,0,0,0,0,0,0,386,344,3,0,13,0,26,41,44.972303,-74.669161,Rural,9.4,1-Yes,1-Yes,167,177,0,0,1,2,0,0,10,3,0,0,9,17,187,199,1,'Regular school','Currently operational ',Elementary,0,No,No
-8172551.9426,5619840.1141,362125003019,NY,3621250,12919,PK,12,'Not Virtual',168,149,19,0,0,0,0,0,0,0,0,0,0,108,99,102,103,422,3,9,2,400,0,4,26.76,44.989284,-73.415351,Rural,15.8,1-Yes,1-Yes,1,2,1,3,6,3,1,1,208,192,0,0,2,2,219,203,1,'Regular school','Currently operational ',Other,4,No,No
-8556625.9279,5325480.2251,360786000559,NY,3607860,14433,09,12,'Not Virtual',104,96,8,0,0,0,0,0,0,0,0,0,0,59,69,48,41,220,0,12,13,189,2,4,19.27,43.088679,-76.865448,Rural,11.4,1-Yes,1-Yes,0,0,0,0,6,6,8,5,91,98,0,2,1,3,106,114,1,'Regular school','Currently operational ',High,0,No,No
-8412170.1361,5329537.4819,362676003653,NY,3626760,13478,09,12,'Not Virtual',214,187,27,0,0,0,0,0,0,0,0,0,0,177,129,129,142,577,2,4,1,554,3,9,35.830002,43.115148,-75.567808,Rural,16.1,1-Yes,2-No,2,0,3,1,1,3,1,0,299,255,1,2,5,4,312,265,1,'Regular school','Currently operational ',High,4,No,No
-8378952.3022,5095731.2598,422497004291,PA,4224970,18431,PK,02,'Not Virtual',209,190,19,0,123,142,143,0,0,0,0,0,0,0,0,0,0,408,1,30,1,360,0,11,33.189999,41.562885,-75.269488,Rural,12.3,1-Yes,1-Yes,1,0,3,2,17,13,1,0,188,172,0,0,10,1,220,188,1,'Regular school','Currently operational ',Elementary,5,No,No
-8613365.9833,4834328.6362,420954006270,PA,4209540,17320,KG,04,'Not Virtual',64,62,2,0,60,67,49,74,72,0,0,0,0,0,0,0,0,322,0,6,7,304,0,1,24.33,39.78198,-77.375245,Rural,13.2,1-Yes,2-No,0,0,1,3,3,3,3,4,147,157,0,0,0,1,154,168,1,'Regular school','Currently operational ',Elementary,4,No,No
-8604743.8865,5017465.5343,420006300510,PA,4200063,17747,KG,12,'Not Virtual',295,255,40,0,33,40,31,40,35,40,40,42,38,41,38,38,31,487,0,7,3,469,0,8,47.5,41.034635,-77.297728,Rural,10.3,1-Yes,1-Yes,0,0,0,0,4,3,0,3,261,208,0,0,3,5,268,219,1,'Regular school','Currently operational ',Other,0,Yes,No
-8952399.8744,4963659.9987,422604000719,PA,4226040,15052,06,12,'Not Virtual',119,106,13,0,0,0,0,0,0,0,44,52,50,54,50,55,56,361,0,8,5,340,2,5,33.099998,40.669055,-80.420762,Rural,10.9,1-Yes,1-Yes,0,0,0,1,5,3,4,1,170,170,2,0,2,3,183,178,1,'Regular school','Currently operational ',High,1,No,No
-8758460.449,5088823.3564,421257005326,PA,4212570,15845,PK,06,'Not Virtual',160,152,8,15,45,43,40,39,34,45,45,0,0,0,0,0,0,306,0,3,2,286,0,14,23.65,41.516533,-78.678611,Rural,12.9,1-Yes,1-Yes,0,0,0,1,3,0,1,1,144,142,0,0,7,7,155,151,1,'Regular school','Currently operational ',Elementary,1,No,No
-8575229.002,4879886.0043,421776006345,PA,4217760,17019,09,12,'Not Virtual',182,159,23,0,0,0,0,0,0,0,0,0,0,251,271,232,247,1001,1,20,11,940,0,12,68.830002,40.095909,-77.032565,Rural,14.5,'Not Applicable','Not Applicable',1,0,10,7,13,7,4,7,485,455,0,0,7,5,520,481,1,'Regular school','Currently operational ',High,17,No,No
-9060294.9863,4017538.731,450270000041,SC,4502700,29054,06,08,'Supplemental Virtual',349,300,49,0,0,0,0,0,0,0,274,253,244,0,0,0,0,771,3,96,57,600,0,13,56,33.91596,-81.39004,Rural,13.8,'Not Applicable','Not Applicable',2,1,1,1,51,45,28,29,307,293,0,0,6,7,395,376,1,'Regular school','Currently operational ',Middle,2,No,No
-9127940.0578,4141657.6639,450001001039,SC,4500010,29369,09,12,'Supplemental Virtual',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,34.836239,-81.997754,Rural,0,Missing,Missing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,'Vocational school','Currently operational ',High,0,No,No
-10937384.5689,3578775.4973,482901003274,TX,4829010,78654,09,12,'Not Virtual',667,586,81,0,0,0,0,0,0,0,0,0,0,348,305,314,255,1222,3,577,21,584,4,24,89.919998,30.583391,-98.252192,Rural,13.6,1-Yes,1-Yes,2,1,7,2,326,251,11,10,297,287,2,2,7,17,652,570,1,'Regular school','Currently operational ',High,9,No,No
-11293485.9991,4045098.1929,482789003128,TX,4827890,79241,PK,05,'Not Virtual',172,170,2,22,32,27,32,31,25,41,0,0,0,0,0,0,0,210,0,162,5,42,0,1,17,34.121139,-101.451145,Rural,12.4,1-Yes,1-Yes,0,0,0,0,69,93,3,2,23,19,0,0,1,0,96,114,1,'Regular school','Currently operational ',Elementary,0,No,No
-10877206.5459,3361515.1157,483831004271,TX,4838310,78151,PK,05,'Not Virtual',118,118,0,23,17,12,24,21,16,21,0,0,0,0,0,0,0,134,0,118,1,14,0,1,9.55,28.88881,-97.711681,Rural,14,1-Yes,1-Yes,0,0,0,0,66,52,0,1,9,5,0,0,0,1,75,59,1,'Regular school','Currently operational ',Elementary,0,No,No
-10898554.5586,3985121.4059,482097002091,TX,4820970,76230,PK,12,'Not Virtual',92,92,0,7,5,4,11,16,5,14,10,8,15,12,8,8,15,138,1,20,4,110,0,3,15.49,33.674161,-97.903357,Rural,8.9,1-Yes,1-Yes,1,0,0,0,8,12,4,0,58,52,0,0,2,1,73,65,1,'Regular school','Currently operational ',Other,0,No,No
-11326289.3744,4077744.3737,482595002923,TX,4825950,79052,07,12,'Not Virtual',68,56,12,0,0,0,0,0,0,0,0,23,25,17,15,13,11,104,0,53,8,41,2,0,12.16,34.36361,-101.745848,Rural,8.6,1-Yes,1-Yes,0,0,0,0,31,22,5,3,28,13,2,0,0,0,66,38,1,'Regular school','Currently operational ',High,0,No,No
-10918292.2979,3204806.045,480987000462,TX,4809870,78342,PK,06,'Not Virtual',149,146,3,24,30,35,30,28,29,36,46,0,0,0,0,0,0,258,0,245,0,13,0,0,19.280001,27.648988,-98.080712,Rural,13.4,1-Yes,1-Yes,0,0,0,0,120,125,0,0,5,8,0,0,0,0,125,133,1,'Regular school','Currently operational ',Elementary,0,No,No
-10841481.5774,3561999.7629,481542001119,TX,4815420,78615,KG,08,'Not Virtual',68,50,18,0,19,19,20,12,20,22,20,20,17,0,0,0,0,169,2,47,2,112,0,5,13.13,30.453691,-97.390717,Rural,12.9,1-Yes,2-No,0,2,0,1,18,29,2,0,62,50,0,0,2,3,84,85,1,'Regular school','Currently operational ',Elementary,1,No,No
-10761864.7688,3574041.0033,481246000738,TX,4812460,77836,PK,03,'Not Virtual',371,355,16,89,118,116,116,123,0,0,0,0,0,0,0,0,0,562,4,213,69,252,0,20,39.240002,30.54673,-96.67556,Rural,14.3,1-Yes,1-Yes,3,1,2,2,110,103,38,31,136,116,0,0,10,10,299,263,1,'Regular school','Currently operational ',Elementary,4,No,No
-10731609.2944,3935897.6137,481059000435,TX,4810590,75424,06,08,'Not Virtual',125,101,24,0,0,0,0,0,0,0,69,71,70,0,0,0,0,210,3,58,1,144,0,4,17.18,33.305301,-96.403772,Rural,12.2,1-Yes,1-Yes,2,1,0,0,25,33,1,0,79,65,0,0,3,1,110,100,1,'Regular school','Currently operational ',Middle,0,No,No
-10858617.0606,3823171.9088,482096006111,TX,4820960,76044,07,08,'Not Virtual',175,143,32,0,0,0,0,0,0,0,0,175,157,0,0,0,0,332,4,89,4,226,0,9,24.76,32.454794,-97.544607,Rural,13.4,1-Yes,1-Yes,3,1,0,0,44,45,3,1,128,98,0,0,3,6,181,151,1,'Regular school','Currently operational ',Middle,0,No,No
-10630746.3891,3554073.189,484590010968,TX,4845900,77318,06,08,'Not Virtual',463,390,73,0,0,0,0,0,0,0,298,302,289,0,0,0,0,889,5,280,57,519,0,21,47.209999,30.392208,-95.497648,Rural,18.8,1-Yes,1-Yes,1,4,4,3,151,129,26,31,277,242,0,0,10,11,469,420,1,'Regular school','Currently operational ',Middle,7,No,No
-10678409.1227,3511641.1215,484443005074,TX,4844430,77484,06,08,'Not Virtual',568,484,84,0,0,0,0,0,0,0,290,259,271,0,0,0,0,820,6,480,108,201,0,13,49.43,30.062878,-95.925754,Rural,16.6,1-Yes,1-Yes,4,2,8,4,247,233,54,54,113,88,0,0,8,5,434,386,1,'Regular school','Currently operational ',Middle,12,No,No
-10569426.9064,3863185.4102,482070002077,TX,4820700,75644,PK,04,'Not Virtual',807,796,11,103,183,184,193,179,194,0,0,0,0,0,0,0,0,1036,4,231,104,605,0,87,68.82,32.757665,-94.946804,Rural,15.1,1-Yes,1-Yes,1,3,3,2,124,107,63,41,324,281,0,0,47,40,562,474,1,'Regular school','Currently operational ',Elementary,5,No,No
-10557163.0098,3739642.9431,481608001176,TX,4816080,75760,06,12,'Not Virtual',164,153,11,0,0,0,0,0,0,0,37,35,35,42,44,44,41,278,4,34,21,203,2,12,21.83,31.8194,-94.8367,Rural,12.7,1-Yes,1-Yes,2,2,0,2,16,18,12,9,106,97,1,1,6,6,143,135,1,'Regular school','Currently operational ',High,2,No,No
-11050919.0349,3417904.2892,481614001195,TX,4816140,78850,PK,12,'Not Virtual',153,129,24,22,24,30,26,31,23,26,28,37,30,24,28,19,20,368,0,174,1,190,0,2,35.380001,29.331441,-99.272069,Rural,10.4,1-Yes,1-Yes,0,0,0,1,94,80,0,1,87,103,0,0,1,1,182,186,1,'Regular school','Currently operational ',Other,1,No,No
-10619134.7552,3939336.9618,484179004763,TX,4841790,75481,PK,12,'Not Virtual',137,111,26,9,12,13,12,18,17,21,18,25,24,17,15,15,25,241,1,28,6,200,1,5,18.139999,33.331039,-95.393381,Rural,13.3,1-Yes,1-Yes,0,1,0,0,14,14,4,2,112,88,1,0,2,3,133,108,1,'Regular school','Currently operational ',Other,0,No,No
-10985998.5189,4003195.1259,482340002375,TX,4823400,76366,09,12,'Not Virtual',42,39,3,0,0,0,0,0,0,0,0,0,0,82,76,85,76,319,4,27,3,281,0,4,28.110001,33.80911,-98.688906,Rural,11.3,'Not Applicable','Not Applicable',2,2,0,0,13,14,2,1,147,134,0,0,3,1,167,152,1,'Regular school','Currently operational ',High,0,No,No
-12517708.2385,4951717.5078,490105000776,UT,4901050,84029,KG,06,'Not Virtual',167,129,38,0,113,82,89,95,109,108,123,0,0,0,0,0,0,719,0,55,4,652,0,6,28.879999,40.58766,-112.44849,Rural,24.9,'Not Applicable','Not Applicable',0,0,1,1,31,24,0,4,329,323,0,0,3,3,364,355,1,'Regular school','Currently operational ',Elementary,2,No,No
-8710974.3699,4633941.1289,510237000974,VA,5102370,22727,03,05,'Not Virtual',165,129,36,0,0,0,0,128,123,130,0,0,0,0,0,0,0,381,0,15,26,311,0,28,25.5,38.384902,-78.252028,Rural,14.9,1-Yes,1-Yes,0,0,1,0,8,7,9,17,164,147,0,0,15,13,197,184,1,'Regular school','Currently operational ',Elementary,1,No,No
