@relation 'Public_School_Characteristics_2018-19_?Miss-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C70-L70-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-L52-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-L21-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C22-L22-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C23-L23-weka.filters.unsupervised.attribute.StringToNominal-R19-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R70-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.ReplaceMissingWithUserConstant-A22-35-R0-Fyyyy-MM-dd\'T\'HH:mm:ss-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C36-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C37-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C38-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C39-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C40-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C41-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C42-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C43-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C48-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C51-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C52-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C53-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C54-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C55-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C56-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C57-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C58-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C59-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C61-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C62-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C63-Lfirst-last-M-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C64-Lfirst-last-M-weka.filters.unsupervised.attribute.NumericToNominal-R46-weka.filters.unsupervised.attribute.MergeManyValues-C46-LCity-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LSuburb-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LTown-R1,2,3-weka.filters.unsupervised.attribute.MergeManyValues-C46-LRural-R1,2,3-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N35-F1-weka.filters.unsupervised.attribute.Remove-R3,5,8-13,15,47-weka.filters.unsupervised.attribute.Remove-V-R4,6,11,17,19,30,43,44,45,46,47,48,49,52,61,37-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1'

@attribute STABR {AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY,BI,GU}
@attribute LZIP numeric
@attribute FRELCH numeric
@attribute G03 numeric
@attribute G05 numeric
@attribute BL numeric
@attribute ASALM numeric
@attribute ASALF numeric
@attribute HIALM numeric
@attribute HIALF numeric
@attribute BLALM numeric
@attribute BLALF numeric
@attribute WHALM numeric
@attribute HPALF numeric
@attribute AS numeric
@attribute ULOCALE {City,Suburb,Town,Rural}

@data
NM,88434,58,11,15,0,0,0,30,22,0,0,18,0,0,Rural
NY,14880,167,23,25,2,0,0,2,1,2,0,176,0,0,Rural
NY,12090,269,74,89,2,0,0,3,7,1,1,316,0,0,Rural
NY,14111,101,32,45,0,1,2,10,7,0,0,139,0,3,Rural
NY,14716,130,31,46,1,0,0,15,21,1,0,97,0,0,Rural
NY,14042,238,71,0,2,1,1,5,10,1,1,211,0,2,Rural
NY,14517,108,0,0,2,0,1,1,2,2,0,140,0,1,Rural
NY,13114,158,12,16,6,3,0,8,1,5,1,221,0,3,Rural
OH,44611,47,0,0,0,0,0,4,4,0,0,71,0,0,Rural
OH,44827,57,70,69,0,0,1,0,1,0,0,107,0,1,Rural
OH,44233,29,52,69,0,4,3,5,3,0,0,178,0,7,Rural
OH,45356,229,0,0,19,2,2,10,7,11,8,268,0,4,Rural
OH,45784,195,0,161,1,3,0,7,8,0,1,302,1,3,Rural
OH,45113,124,123,127,1,0,1,4,4,0,1,396,0,1,Rural
OR,97112,98,0,0,2,0,1,19,31,0,2,80,0,1,Rural
OR,97603,211,0,0,1,5,0,20,28,0,1,140,0,5,Rural
OR,97358,89,28,27,0,0,0,4,1,0,0,100,1,0,Rural
PA,18431,190,0,0,1,3,2,17,13,1,0,188,0,5,Rural
PA,17320,62,74,0,7,1,3,3,3,3,4,147,0,4,Rural
PA,17747,255,40,40,3,0,0,4,3,0,3,261,0,0,Rural
PA,15052,106,0,0,5,0,1,5,3,4,1,170,0,1,Rural
PA,15845,152,39,45,2,0,1,3,0,1,1,144,0,1,Rural
PA,17019,159,0,0,11,10,7,13,7,4,7,485,0,17,Rural
SC,29461,398,0,0,242,1,3,23,22,118,124,155,0,4,Rural
SC,29720,348,125,125,42,0,0,16,4,20,22,347,0,0,Rural
SD,57355,20,0,0,0,0,0,0,2,0,0,30,0,0,Rural
SD,57382,0,3,3,0,0,0,0,0,0,0,14,0,0,Rural
SD,57472,6,0,0,1,0,0,0,0,1,0,26,0,0,Rural
SD,57058,34,31,0,0,0,0,6,5,0,0,94,0,0,Rural
TX,76856,86,0,59,0,0,2,39,36,0,0,81,0,2,Rural
TX,78880,164,31,23,0,0,0,146,89,0,0,40,0,0,Rural
TX,75844,200,36,36,67,1,2,17,13,38,29,94,0,3,Rural
TX,76825,151,0,0,9,0,1,65,61,5,4,55,0,1,Rural
TX,76821,120,0,0,4,1,2,56,56,3,1,39,0,3,Rural
TX,77991,91,0,0,4,0,0,48,46,2,2,105,0,0,Rural
TX,78650,125,27,36,3,0,0,59,43,2,1,54,0,0,Rural
TX,77833,391,106,0,134,7,2,126,119,74,60,118,0,9,Rural
TX,75126,86,96,91,43,7,8,56,66,28,15,212,0,15,Rural
TX,75496,88,0,0,7,0,2,31,14,4,3,79,0,2,Rural
TX,76240,502,260,0,37,1,2,214,197,21,16,118,0,3,Rural
TX,77535,815,0,0,111,4,2,358,291,53,58,345,0,6,Rural
TX,78344,52,0,0,0,0,0,33,21,0,0,4,0,0,Rural
TX,78570,559,0,0,0,0,0,297,269,0,0,2,0,0,Rural
TX,76935,83,43,41,0,0,1,34,28,0,0,83,0,1,Rural
TX,75459,159,0,103,7,0,0,38,46,2,5,160,1,0,Rural
TX,76633,237,205,0,46,6,7,103,74,27,19,324,0,13,Rural
UT,84741,16,3,6,1,0,0,2,2,1,0,11,0,0,Rural
VA,24091,250,0,0,15,3,4,16,17,8,7,371,0,7,Rural
VA,23837,297,0,0,262,0,1,3,9,143,119,183,0,1,Rural
VA,24244,86,0,50,1,1,0,1,2,0,1,90,0,1,Rural
VA,23875,309,0,0,559,9,10,106,90,272,287,453,11,19,Rural
VA,20197,4,27,27,3,5,3,7,2,1,2,69,0,8,Rural
WA,98338,207,76,71,4,3,3,33,35,2,2,166,3,6,Rural
WY,82730,18,0,0,0,0,0,0,0,0,0,38,0,0,Rural
FL,34211,294,185,193,82,20,21,99,97,47,35,353,0,41,Rural
SD,57380,207,0,0,0,0,0,6,7,0,0,36,0,0,Rural
FL,33545,243,90,122,118,5,7,101,70,52,66,164,2,12,Rural
TX,75757,151,0,0,11,0,1,13,10,7,4,110,0,1,Rural
GA,30157,274,0,0,99,2,0,25,28,51,48,272,1,2,Rural
TX,77904,835,0,0,98,11,7,551,503,48,50,274,0,18,Rural
TX,76008,47,0,0,6,3,0,45,26,2,4,189,0,3,Rural
OR,97603,32,0,0,1,0,0,8,1,0,1,38,0,0,Rural
NY,12404,109,0,0,14,4,2,10,11,8,6,131,0,6,Rural
TX,78644,167,0,4,26,0,0,66,0,26,0,73,0,0,Rural
MI,48001,86,0,0,3,0,0,2,2,3,0,96,0,0,Rural
TX,78069,77,0,0,0,0,0,42,59,0,0,8,0,0,Rural
SC,29483,311,120,151,202,8,5,38,42,109,93,249,1,13,Rural
MI,49639,51,0,5,7,0,0,1,1,4,3,20,0,0,Rural
FL,32428,30,1,0,6,0,0,2,2,4,2,25,0,0,Rural
CA,95659,688,132,164,35,32,30,154,183,22,13,601,7,62,Rural
MI,48174,182,52,54,155,0,0,2,5,93,62,75,0,0,Suburb
MI,48509,284,0,0,19,1,0,18,18,8,11,178,0,1,Suburb
MI,49525,322,0,0,87,5,11,44,59,46,41,434,1,16,Suburb
MI,49254,188,99,111,6,1,0,4,11,5,1,203,0,1,Suburb
MI,48837,183,0,0,35,14,14,30,31,16,19,316,0,28,Suburb
CA,90723,15,0,0,1,0,0,12,2,1,0,0,0,0,Suburb
CA,92646,337,0,0,15,159,136,241,176,10,5,855,7,295,Suburb
MN,55343,182,61,84,133,8,11,44,36,66,67,124,3,19,Suburb
MO,63044,198,91,79,138,6,3,39,38,73,65,85,0,9,Suburb
CA,92583,662,127,145,92,5,7,309,267,35,57,64,2,12,Suburb
CA,95823,675,132,111,106,56,53,274,274,49,57,8,8,109,Suburb
CA,91911,1062,0,0,34,29,20,815,708,14,20,23,2,49,Suburb
NC,28778,219,80,73,18,0,2,55,59,12,6,149,0,2,Suburb
NC,28164,180,129,116,24,2,2,15,16,12,12,149,0,4,Suburb
NC,27278,207,99,98,68,2,5,65,64,37,31,185,0,7,Suburb
CA,94952,12,0,0,0,0,0,4,4,0,0,9,0,0,Suburb
AL,36877,308,115,108,151,3,0,28,34,76,75,305,1,3,Suburb
AL,35905,84,0,0,4,2,6,1,3,0,4,147,0,8,Suburb
CO,80110,14,94,96,4,16,13,19,18,3,1,219,0,29,Suburb
FL,33193,327,120,111,7,10,12,325,365,4,3,19,1,22,Suburb
FL,32127,173,94,66,17,2,4,19,21,10,7,157,0,6,Suburb
NJ,8225,96,96,0,7,16,17,21,32,4,3,205,1,33,Suburb
NJ,7003,21,48,49,32,17,16,35,39,17,15,121,5,33,Suburb
NM,87116,117,69,68,34,10,7,103,90,14,20,106,3,17,Suburb
NV,89431,252,78,91,14,12,6,132,102,5,9,115,5,18,Suburb
NY,12065,33,68,64,6,66,45,9,8,4,2,126,0,111,Suburb
NY,14031,31,87,83,2,10,6,9,14,2,0,210,0,16,Suburb
FL,33868,303,79,66,14,0,0,50,65,8,6,189,0,0,Suburb
FL,33027,261,114,139,212,13,14,201,164,116,96,22,0,27,Suburb
NY,11554,81,77,69,22,56,60,39,45,12,10,122,0,116,Suburb
NY,11560,120,0,0,9,8,17,55,60,4,5,252,2,25,Suburb
NY,11545,76,0,0,3,23,22,39,41,0,3,348,1,45,Suburb
NY,11717,658,168,162,45,4,7,374,385,25,20,7,1,11,Suburb
NY,11757,123,52,57,9,1,1,37,37,6,3,128,0,2,Suburb
FL,33461,321,68,68,209,14,14,110,91,100,109,31,0,28,Suburb
NY,10983,60,0,0,8,18,29,60,61,1,7,199,0,47,Suburb
NY,10543,317,124,127,38,14,2,187,186,20,18,159,1,16,Suburb
NY,10701,305,46,59,135,5,8,178,124,68,67,22,0,13,Suburb
FL,33462,383,17,14,132,5,3,105,46,100,32,62,0,8,Suburb
NY,14622,217,119,115,72,3,2,62,35,35,37,91,0,5,Suburb
FL,33351,427,140,124,336,13,12,150,141,169,167,66,1,25,Suburb
NY,13031,151,0,0,13,6,2,12,6,7,6,274,1,8,Suburb
FL,33021,241,0,0,222,7,9,101,103,75,147,64,0,16,Suburb
FL,33189,347,69,96,122,0,1,171,154,63,59,15,0,1,Suburb
FL,33166,292,49,72,20,0,2,204,159,13,7,6,1,2,Suburb
OH,45244,147,42,48,8,6,2,8,8,4,4,124,0,8,Suburb
OH,45066,27,0,0,10,8,7,0,9,7,3,219,0,15,Suburb
OH,44107,75,56,44,5,3,0,9,9,2,3,106,0,3,Suburb
OH,44092,106,0,0,42,0,4,3,4,33,9,172,0,4,Suburb
FL,33054,436,0,0,386,1,0,43,43,222,164,1,1,1,Suburb
OH,43123,145,111,0,29,8,6,36,19,16,13,169,0,14,Suburb
OH,43055,240,77,68,9,4,1,4,5,5,4,223,0,5,Suburb
OH,45419,94,58,70,13,1,1,10,6,7,6,142,0,2,Suburb
FL,34420,472,127,124,62,0,0,82,61,34,28,236,0,0,Suburb
FL,32726,553,0,0,273,6,4,136,139,142,131,384,0,10,Suburb
OH,44410,93,0,0,7,5,3,7,0,4,3,257,0,8,Suburb
FL,34761,286,116,139,314,24,19,63,62,176,138,53,6,43,Suburb
FL,32765,215,152,198,63,57,55,98,88,29,34,304,1,112,Suburb
OR,97060,1134,0,0,182,132,102,579,513,90,92,421,25,234,Suburb
OR,97303,329,73,90,2,0,2,120,115,1,1,84,6,2,Suburb
PA,18103,171,69,64,21,1,3,43,36,14,7,113,0,4,Suburb
FL,32566,460,0,0,137,22,25,140,123,72,65,845,1,47,Suburb
PA,17112,109,68,75,32,4,9,17,17,19,13,197,0,13,Suburb
PA,17603,162,75,64,22,28,21,47,31,7,15,158,0,49,Suburb
PA,19473,125,73,97,24,2,0,13,17,9,15,241,0,2,Suburb
PA,19320,295,0,0,299,6,5,79,85,159,140,223,0,11,Suburb
PA,19070,154,77,82,58,10,18,5,4,33,25,168,0,28,Suburb
PA,19403,1412,0,0,656,15,21,349,350,323,333,150,0,36,Suburb
PA,15227,355,123,127,51,86,90,9,10,21,30,243,0,176,Suburb
PA,15139,54,42,41,7,1,3,3,3,6,1,157,1,4,Suburb
FL,33613,325,70,65,157,2,4,91,78,55,102,23,0,6,Suburb
FL,34601,404,103,100,93,1,1,32,39,42,51,235,0,2,Suburb
PA,18706,441,0,153,54,2,0,40,38,31,23,153,0,2,Suburb
PA,17313,290,0,0,84,18,15,45,32,49,35,408,0,33,Suburb
RI,2863,353,65,66,78,2,4,230,217,37,41,17,0,6,Suburb
RI,2861,308,82,80,91,5,1,71,67,46,45,85,0,6,Suburb
SC,29841,297,118,126,125,0,3,44,43,75,50,249,0,3,Suburb
SC,29078,255,90,103,139,0,2,14,11,78,61,179,0,2,Suburb
SC,29605,491,0,0,487,10,17,74,65,259,228,54,1,27,Suburb
SC,29334,507,0,0,347,19,29,92,99,180,167,597,0,48,Suburb
SD,57049,52,98,0,8,10,10,20,17,0,8,175,0,20,Suburb
GA,30052,456,224,293,662,17,14,104,102,326,336,280,0,31,Suburb
GA,30297,1549,0,0,703,73,75,348,385,346,357,28,0,148,Suburb
GA,30066,31,120,109,35,33,18,26,21,20,15,241,0,51,Suburb
GA,30324,195,65,53,164,17,19,86,88,87,77,51,5,36,Suburb
GA,30331,368,100,104,546,0,1,4,3,289,257,0,0,1,Suburb
TX,78640,313,114,114,25,2,0,198,190,15,10,95,0,2,Suburb
GA,30093,738,134,157,155,15,16,348,312,79,76,16,0,31,Suburb
TX,78566,478,73,99,1,0,0,279,256,0,1,9,0,0,Suburb
TX,75094,55,113,156,54,130,108,23,25,28,26,173,0,238,Suburb
TX,75009,124,0,0,10,1,4,82,87,7,3,210,1,5,Suburb
TX,75137,495,0,0,275,0,2,208,185,130,145,17,0,2,Suburb
TX,75149,391,84,109,94,0,2,189,160,53,41,32,0,2,Suburb
TX,75068,310,111,115,84,7,7,153,168,50,34,122,0,14,Suburb
TX,76118,460,0,0,116,9,4,169,154,55,61,100,3,13,Suburb
TX,76248,14,0,0,3,0,2,5,10,3,0,21,0,2,Suburb
TX,77459,38,156,185,132,38,33,59,64,71,61,295,2,71,Suburb
TX,77511,448,106,135,22,0,1,142,163,15,7,212,0,1,Suburb
TX,77498,455,115,109,92,34,26,212,204,48,44,26,0,60,Suburb
TX,77530,60,0,0,8,0,0,33,44,4,4,9,0,0,Suburb
TX,77346,283,101,104,119,7,10,137,142,58,61,119,1,17,Suburb
TX,77044,1797,0,0,605,9,5,862,849,324,281,76,1,14,Suburb
TX,76522,39,0,0,11,0,0,5,6,7,4,17,0,0,Suburb
TX,78557,582,0,0,0,0,0,293,344,0,0,0,0,0,Suburb
TX,78254,149,107,120,19,6,9,215,175,8,11,147,2,15,Suburb
TX,75757,101,0,0,14,0,1,14,13,6,8,170,0,1,Suburb
UT,84335,231,87,96,5,3,0,54,36,4,1,291,1,3,Suburb
UT,84405,226,0,0,17,4,5,69,71,10,7,304,5,9,Suburb
UT,84120,306,63,65,17,2,2,117,98,9,8,105,19,4,Suburb
UT,84084,284,94,93,3,6,10,116,116,1,2,206,16,16,Suburb
ID,83401,224,0,0,6,2,3,81,56,4,2,407,0,5,Suburb
VA,23114,149,0,0,168,52,49,53,47,81,87,675,3,101,Suburb
VA,24019,112,83,84,62,13,7,22,14,30,32,168,0,20,Suburb
VA,23435,147,145,153,345,16,7,28,35,171,174,184,1,23,Suburb
VA,22315,639,0,0,858,229,203,322,348,440,418,451,6,432,Suburb
VA,22153,244,89,92,122,49,54,92,79,70,52,122,0,103,Suburb
VA,22193,276,141,151,217,63,68,133,96,108,109,119,0,131,Suburb
WA,98370,188,0,0,7,13,22,72,62,4,3,265,1,35,Suburb
WA,98198,322,0,0,87,39,24,111,119,48,39,89,12,63,Suburb
WA,98338,227,84,82,8,3,2,37,47,7,1,152,5,5,Suburb
AZ,86314,245,54,68,2,1,1,92,70,1,1,124,0,2,Suburb
KY,40222,675,0,0,424,23,13,103,90,221,203,292,1,36,Suburb
PA,17537,130,0,0,8,3,3,31,21,5,3,292,0,6,Suburb
VA,23223,373,99,86,555,2,0,3,9,266,289,5,0,2,Suburb
FL,33415,580,145,170,296,19,25,211,199,151,145,60,1,44,Suburb
PA,19023,409,57,68,366,0,0,4,4,186,180,6,0,0,Suburb
AZ,85326,407,77,105,65,2,3,226,232,33,32,102,0,5,Suburb
OH,45215,161,0,0,36,1,1,4,9,17,19,169,0,2,Suburb
UT,84092,84,117,120,12,18,16,28,11,10,2,295,0,34,Suburb
ID,83651,5,17,16,6,3,1,53,71,3,3,190,1,4,Suburb
TX,75051,437,75,103,58,2,1,186,194,30,28,20,0,3,Suburb
FL,33837,141,0,0,73,0,1,64,55,37,36,34,0,1,Suburb
SC,29223,93,0,0,60,4,0,7,15,34,26,126,0,4,Suburb
ID,83401,4,0,0,0,0,3,15,24,0,0,105,0,3,Suburb
TX,75070,51,122,119,60,111,88,34,38,32,28,173,0,199,Suburb
TX,75057,8,0,0,1,1,1,3,5,1,0,10,0,2,Suburb
MI,48035,301,0,0,249,3,3,2,4,141,108,62,0,6,Suburb
GA,30024,465,0,0,294,75,96,191,172,141,153,60,0,171,Suburb
MI,48312,157,47,73,31,14,13,2,3,16,15,203,0,27,Suburb
VA,22046,4,0,0,4,7,1,10,3,2,2,24,0,8,Suburb
MI,48314,118,0,0,29,1,1,6,3,19,10,111,0,2,Suburb
TX,79938,587,91,101,1,0,1,307,276,1,0,15,0,1,Suburb
MI,48178,79,80,71,1,3,2,9,11,0,1,202,0,5,Suburb
MI,48327,187,57,51,15,1,2,32,25,5,10,107,0,3,Suburb
MI,48060,341,0,0,60,2,1,19,19,37,23,181,1,3,Suburb
MN,55330,5,0,0,0,0,0,0,0,0,0,6,0,0,Suburb
CA,93065,131,0,0,19,2,5,15,17,8,11,56,1,7,Suburb
CA,92583,647,138,140,65,24,16,472,492,38,27,148,6,40,Suburb
SC,29169,699,177,173,254,8,3,203,182,123,131,208,0,11,Suburb
NY,10454,604,0,0,159,6,4,217,251,75,84,8,0,10,City
NY,10456,354,0,0,52,5,5,150,179,30,22,8,0,10,City
NY,10468,351,0,0,61,8,3,148,168,26,35,8,0,11,City
NY,10456,532,0,0,110,4,3,245,212,57,53,6,0,7,City
RI,2886,292,0,0,36,22,25,78,57,12,24,522,1,47,City
RI,2905,320,67,47,103,6,9,121,99,58,45,10,1,15,City
NY,11208,319,64,52,193,5,6,59,58,101,92,5,1,11,City
SC,29412,129,96,92,78,2,2,12,9,41,37,277,2,4,City
NY,11218,491,98,93,21,131,140,19,29,8,13,126,1,271,City
NY,10010,301,0,0,84,84,64,85,96,41,43,138,1,148,City
FL,33702,310,109,102,132,6,9,67,46,63,69,179,0,15,City
NY,10040,384,0,0,60,4,3,176,149,13,47,4,1,7,City
NY,11378,648,156,173,9,59,57,266,246,6,3,263,1,116,City
NY,11364,224,67,55,32,166,125,40,29,16,16,29,3,291,City
TX,75236,846,90,92,1,1,1,561,513,0,1,9,0,2,City
NY,11106,285,0,0,112,31,65,76,207,38,74,101,1,96,City
NY,11436,329,0,0,183,20,19,87,38,136,47,21,3,39,City
GA,30064,988,0,0,985,20,23,449,426,481,504,230,3,43,City
NC,28211,402,0,0,318,62,69,156,169,139,179,181,2,131,City
TX,79603,1213,0,0,330,11,16,476,535,152,178,325,0,27,City
GA,30075,25,108,149,33,13,19,26,23,18,15,327,0,32,City
TX,78759,472,0,0,134,105,102,346,342,83,51,564,1,207,City
NC,27712,868,0,0,640,24,24,319,251,333,307,262,1,48,City
TX,78664,144,0,0,51,2,2,99,92,26,25,45,0,4,City
CA,95035,249,70,63,5,104,141,85,75,2,3,15,3,245,City
NC,27406,239,38,31,188,2,0,23,18,117,71,2,0,2,City
TX,78416,622,0,0,8,0,0,327,286,6,2,22,0,0,City
TX,75093,74,0,0,44,115,90,62,35,23,21,62,0,205,City
GA,30904,447,83,57,388,0,0,9,9,195,193,23,0,0,City
NC,27834,226,2,3,154,1,2,13,10,72,82,28,0,3,City
MN,56301,34,0,1,12,0,0,1,0,9,3,14,0,0,City
TX,75210,476,79,88,366,0,1,56,46,187,179,4,1,1,City
CA,95401,139,0,0,2,2,2,120,75,2,0,29,1,4,City
CA,95242,974,0,0,16,41,53,464,519,5,11,508,1,94,City
GA,31520,412,0,0,263,6,1,62,59,129,134,238,1,7,City
GA,31907,505,85,112,485,0,0,12,11,235,250,7,0,0,City
TX,76179,40,0,0,8,0,1,16,16,5,3,23,0,1,City
TX,76106,48,0,0,19,0,0,26,4,13,6,1,0,0,City
TX,79904,11,0,0,0,0,0,9,4,0,0,0,0,0,City
TX,79904,636,0,0,24,2,2,359,323,13,11,21,2,4,City
GA,30720,270,89,93,43,16,11,113,122,22,21,151,0,27,City
TX,77089,626,0,404,156,38,27,334,274,76,80,22,1,65,City
TX,77059,199,83,83,67,35,31,89,66,36,31,124,3,66,City
TX,77067,126,17,14,198,0,0,1,9,85,113,0,0,0,City
NC,27801,380,79,74,364,0,1,3,6,180,184,6,1,1,City
TX,77018,341,77,67,67,0,1,185,169,36,31,82,0,1,City
TX,77009,535,92,90,33,0,0,291,234,17,16,4,0,0,City
FL,33315,669,0,0,823,1,1,86,56,565,258,30,0,2,City
MO,65807,387,0,0,93,30,42,58,50,53,40,827,3,72,City
GA,31216,410,64,61,115,1,5,71,75,57,58,66,0,6,City
TX,78041,660,84,100,0,1,0,308,350,0,0,0,0,1,City
TX,79412,536,97,82,111,0,1,219,180,47,64,31,1,1,City
NC,28403,298,49,49,77,4,4,48,36,41,36,57,0,8,City
TX,78572,500,76,95,2,0,0,277,271,1,1,1,0,0,City
TX,79763,480,0,0,12,1,0,294,278,5,7,24,0,1,City
TX,78411,42,0,0,0,0,0,24,33,0,0,1,0,0,City
TX,78227,464,75,95,11,9,10,245,206,6,5,1,2,19,City
TX,78258,51,119,152,28,39,33,103,114,13,15,184,0,72,City
TX,78220,691,106,119,277,4,3,200,209,132,145,12,0,7,City
ND,58102,153,0,0,46,13,9,24,22,28,18,411,2,22,City
TX,75701,327,0,0,92,0,0,120,124,41,51,15,0,0,City
TX,76707,309,45,44,132,0,0,87,97,63,69,6,0,0,City
UT,84322,67,52,54,3,2,6,15,13,2,1,161,2,8,City
UT,84057,421,0,0,12,15,11,169,185,5,7,538,4,26,City
FL,33901,155,63,66,121,3,1,22,24,64,57,71,0,4,City
ID,83704,196,63,64,4,4,6,32,26,1,3,157,1,10,City
AZ,85027,333,0,0,51,4,2,134,130,28,23,115,3,6,City
AZ,85042,586,138,141,91,5,3,324,301,50,41,26,5,8,City
OH,43016,89,86,72,31,36,43,15,24,18,13,136,1,79,City
VA,23235,299,45,51,172,1,2,36,23,85,87,19,1,3,City
VA,22980,118,52,49,43,0,0,16,14,22,21,84,0,0,City
VA,23608,834,0,0,660,21,15,174,119,378,282,182,0,36,City
VA,23454,179,58,70,78,9,9,30,26,46,32,133,1,18,City
VA,22202,125,106,136,143,49,46,58,61,74,69,188,0,95,City
AL,36111,1280,0,0,1532,4,1,73,52,788,744,18,0,5,City
OH,43613,225,0,0,45,2,0,34,33,22,23,186,0,2,City
WA,98632,261,59,86,9,3,2,42,50,5,4,144,1,5,City
NJ,7306,1125,0,0,273,214,165,470,372,160,113,154,3,379,City
OR,97266,636,0,0,98,67,71,132,97,57,41,153,7,138,City
WA,99216,85,0,0,41,10,15,7,11,26,15,791,6,25,City
FL,32605,479,0,0,378,15,22,73,89,196,182,208,0,37,City
WY,82001,18,0,32,2,0,0,11,3,1,1,34,0,0,City
FL,32207,28,0,0,72,3,3,5,6,50,22,37,0,6,City
OR,97401,348,0,0,24,16,37,84,113,9,15,503,5,53,City
NC,28269,211,69,97,301,8,8,36,28,156,145,64,1,16,City
TX,79424,174,145,120,15,26,11,104,104,7,8,257,0,37,City
AZ,85613,25,100,95,33,4,4,30,35,11,22,83,7,8,City
AL,36605,719,0,0,753,0,0,1,6,409,344,6,0,0,City
NY,14611,536,47,55,426,14,11,48,45,206,220,21,0,25,City
TX,78520,501,89,101,0,0,0,312,273,0,0,4,1,0,City
AZ,85706,341,0,0,14,1,0,238,188,8,6,15,0,1,City
OR,97007,73,80,96,6,38,26,25,20,4,2,172,2,64,City
NY,10023,63,16,16,31,18,27,21,23,13,18,74,0,45,City
NM,88001,707,0,0,40,6,4,300,235,21,19,59,1,10,City
AZ,85364,300,0,0,15,6,3,196,143,6,9,38,0,9,City
FL,32218,110,0,0,116,0,0,0,2,72,44,5,0,0,City
NY,11205,190,0,0,137,4,3,35,22,72,65,2,0,7,City
TX,76017,82,0,0,114,40,32,45,54,57,57,83,0,72,City
PA,18104,644,131,133,132,10,4,247,247,63,69,32,0,14,City
MI,49202,228,0,0,79,1,1,7,14,40,39,61,0,2,City
NV,89144,710,0,0,239,158,144,370,359,129,110,840,12,302,City
PA,15222,290,48,37,270,0,0,1,2,130,140,0,0,0,City
NV,89509,31,73,60,1,6,13,26,15,1,0,178,2,19,City
CA,93301,577,91,101,188,2,2,143,160,90,98,36,2,4,City
NY,11238,323,123,97,16,6,13,211,179,6,10,92,0,19,City
MI,48033,207,0,0,250,0,0,1,3,119,131,0,0,0,City
MI,48126,410,97,93,6,0,0,2,3,2,4,238,0,0,City
TX,78228,93,16,14,6,0,0,41,47,2,4,3,0,0,City
FL,32277,337,0,0,339,5,6,47,37,190,149,87,1,11,City
NY,10458,303,0,0,114,14,9,197,56,91,23,12,0,23,City
NC,27534,121,0,0,55,2,6,38,37,16,39,36,0,8,City
FL,33870,550,0,0,102,5,4,126,105,47,55,202,0,9,City
